entry_number,entry_date,description,org_id
1026.0,2022-08-07 00:00:00,حساب لودر   ( ابو مالك) ,d5789445-11e3-4ad6-9297-b565216751141
1026.0,2022-11-19 00:00:00,اكراميه بمب صب عمود ثاني 24,d5789445-11e3-4ad6-9297-b565216751141
1028.0,2022-08-07 00:00:00,حساب هراس  ( ابو مالك) ,d5789445-11e3-4ad6-9297-b565216751141
1028.0,2022-11-19 00:00:00,سهره استشاري استلام اعمده ثاني 37,d5789445-11e3-4ad6-9297-b565216751141
1029.0,2022-08-07 00:00:00,غفره العرب عن شهر 7 ( ابومالك ),d5789445-11e3-4ad6-9297-b565216751141
1030.0,2022-08-07 00:00:00,حساب فني طابعات لتعريف الطابعه علي اللاب مرتين ,d5789445-11e3-4ad6-9297-b565216751141
1030.0,2022-11-19 00:00:00,سهره استشاري صب اعمده ثاني 24,d5789445-11e3-4ad6-9297-b565216751141
1031.0,2022-08-07 00:00:00,باقي حساب لودر عادل ,d5789445-11e3-4ad6-9297-b565216751141
1032.0,2022-08-07 00:00:00,ماء للكرافان يوم 6/8,d5789445-11e3-4ad6-9297-b565216751141
1032.0,2022-11-20 00:00:00,شداد 160 للمولد ,d5789445-11e3-4ad6-9297-b565216751141
1033.0,2022-08-07 00:00:00,اكراميه بمب صب عاديه 27,d5789445-11e3-4ad6-9297-b565216751141
1034.0,2022-08-07 00:00:00,ماء للاستشاري  صب 27,d5789445-11e3-4ad6-9297-b565216751141
1034.0,2022-11-20 00:00:00, 1ك كيما بوكس131 لمعالجه حديد سقف اول 43 ,d5789445-11e3-4ad6-9297-b565216751141
1035.0,2022-08-08 00:00:00,اجر يوميات نجاره كمر تشوين الحديد,d5789445-11e3-4ad6-9297-b565216751141
1036.0,2022-08-08 00:00:00,وجبه المهندسين في سهرات الصب يومان,d5789445-11e3-4ad6-9297-b565216751141
1036.0,2022-11-20 00:00:00,مطرقه +اجنه +2 مكنسه ,d5789445-11e3-4ad6-9297-b565216751141
1037.0,2022-08-08 00:00:00,اكراميه معمل التربه,d5789445-11e3-4ad6-9297-b565216751141
1038.0,2022-08-08 00:00:00,اكراميه سواق الخشب وتخصم علي المقاولين,d5789445-11e3-4ad6-9297-b565216751141
1038.0,2022-11-20 00:00:00,باقي حساب شركه الطيب للبسكوت,d5789445-11e3-4ad6-9297-b565216751141
1039.0,2022-08-08 00:00:00,اجر كلارك تنزيل الخشب تخصم علي المقاولين,d5789445-11e3-4ad6-9297-b565216751141
1040.0,2022-08-08 00:00:00,سهره استشاري صب مسلحه 31,d5789445-11e3-4ad6-9297-b565216751141
1040.0,2022-11-20 00:00:00,ك زيت للمولد ,d5789445-11e3-4ad6-9297-b565216751141
1041.0,2022-08-08 00:00:00,اجر سياره الاستشاري عن شهر 7,d5789445-11e3-4ad6-9297-b565216751141
1042.0,2022-08-08 00:00:00,ايجار دكاك يدوي عمارات 32.26 + النقل,d5789445-11e3-4ad6-9297-b565216751141
1042.0,2022-11-20 00:00:00,وجبه مهندس في صب عمود ثاني 24,d5789445-11e3-4ad6-9297-b565216751141
1043.0,2022-08-09 00:00:00,اكراميه بمب صب مسلحه 24.31.,d5789445-11e3-4ad6-9297-b565216751141
1044.0,2022-08-09 00:00:00,دفعه من حساب العامل مصطفي ,d5789445-11e3-4ad6-9297-b565216751141
1044.0,2022-11-20 00:00:00,دفعه من مستخلص محاره محمد عبد الجواد ( محاره),d5789445-11e3-4ad6-9297-b565216751141
1045.0,2022-08-09 00:00:00,ماء للكرافان +حافظه ملفات +ختامه,d5789445-11e3-4ad6-9297-b565216751141
1046.0,2022-08-09 00:00:00,ايجار شقه المهندس طارق عن شهر 8,d5789445-11e3-4ad6-9297-b565216751141
1046.0,2022-11-21 00:00:00,دفعه من مستخلص نجاره علي خليل  بتاريخ 17/11  ,d5789445-11e3-4ad6-9297-b565216751141
1047.0,2022-08-09 00:00:00, 8يوميات عماله تسويه تحت العاديات تبع مقاول النجاره,d5789445-11e3-4ad6-9297-b565216751141
1048.0,2022-08-10 00:00:00,اكراميه بمب صب مسلحه 30,d5789445-11e3-4ad6-9297-b565216751141
1048.0,2022-11-21 00:00:00,من حساب سياره الموقع امير 1بتاريخ 16/11,d5789445-11e3-4ad6-9297-b565216751141
1049.0,2022-08-10 00:00:00,دفعه من حساب سياره الموقع,d5789445-11e3-4ad6-9297-b565216751141
1050.0,2022-08-10 00:00:00,بنزين للمولد,d5789445-11e3-4ad6-9297-b565216751141
1050.0,2022-11-21 00:00:00,دفعه من مستخلص الكهرباء هشام بتاريخ 16/11,d5789445-11e3-4ad6-9297-b565216751141
1051.0,2022-08-10 00:00:00,بسكوت 2شكاره *45  عمدان 31,d5789445-11e3-4ad6-9297-b565216751141
1052.0,2022-08-10 00:00:00,حساب يوميات رش ماء معالجه وتخطيط العاديه ودكاك يدوي عمارات 40.41.44.26.28.32,d5789445-11e3-4ad6-9297-b565216751141
1052.0,2022-11-21 00:00:00,دفعه من حساب شركه عز لتوريد الكهرباء بتاريخ 16/11,d5789445-11e3-4ad6-9297-b565216751141
1053.0,2022-08-10 00:00:00,تقارير تكسير مكعبات المسلحه 7 ايام لعماره 43,d5789445-11e3-4ad6-9297-b565216751141
1054.0,2022-08-10 00:00:00,حساب لودر عادل حتي يوم 9/8,d5789445-11e3-4ad6-9297-b565216751141
1054.0,2022-11-21 00:00:00,ايجار شقه المهندسين عن شهر 12,d5789445-11e3-4ad6-9297-b565216751141
1055.0,2022-08-10 00:00:00,ماء حلو للكرافان ,d5789445-11e3-4ad6-9297-b565216751141
1056.0,2022-08-10 00:00:00,ضيافه استشاري لصب عاديه 32,d5789445-11e3-4ad6-9297-b565216751141
1056.0,2022-11-21 00:00:00,بنزين للمولد,d5789445-11e3-4ad6-9297-b565216751141
1058.0,2022-08-10 00:00:00,اكراميه بمب صب عاديه 32,d5789445-11e3-4ad6-9297-b565216751141
1058.0,2022-11-21 00:00:00,طباعه لوحه ايه 0,d5789445-11e3-4ad6-9297-b565216751141
1059.0,2022-08-11 00:00:00,تقارير اختبارات التحمل لعمارات 26.27.28.32.42,d5789445-11e3-4ad6-9297-b565216751141
1060.0,2022-08-11 00:00:00,2ك سكر ,d5789445-11e3-4ad6-9297-b565216751141
1060.0,2022-11-21 00:00:00,دفعه من مستخلص العزل علي ,d5789445-11e3-4ad6-9297-b565216751141
1061.0,2022-08-11 00:00:00,طباعه دفتر زيارات للاستشاري,d5789445-11e3-4ad6-9297-b565216751141
1062.0,2022-08-11 00:00:00,حساب سياره الموقع حتي يوم 11/8,d5789445-11e3-4ad6-9297-b565216751141
1062.0,2022-11-21 00:00:00,دفعه من مستخلص حداده محمد رمضان,d5789445-11e3-4ad6-9297-b565216751141
1063.0,2022-08-11 00:00:00,حساب العامل مصطفي حتي يوم 10/8,d5789445-11e3-4ad6-9297-b565216751141
1064.0,2022-08-11 00:00:00,دفعه من مستخلص محمد محمد شحاته ( ابو عمرو),d5789445-11e3-4ad6-9297-b565216751141
1064.0,2022-11-21 00:00:00,دفعه من سركي محمد نصر الفرمجي,d5789445-11e3-4ad6-9297-b565216751141
1065.0,2022-08-11 00:00:00,شراء شعله وانبوبه غاز للغفير+ كلابش,d5789445-11e3-4ad6-9297-b565216751141
1066.0,2022-08-11 00:00:00,حساب مياه الاحلال ,d5789445-11e3-4ad6-9297-b565216751141
1066.0,2022-11-21 00:00:00,اكراميه بمب صب سقف اول 26,d5789445-11e3-4ad6-9297-b565216751141
1067.0,2022-08-11 00:00:00,حساب مياه العاديات,d5789445-11e3-4ad6-9297-b565216751141
1068.0,2022-08-11 00:00:00,حساب فرمجه مسلحه,d5789445-11e3-4ad6-9297-b565216751141
1068.0,2022-11-21 00:00:00,اكراميه بمب صب سقف ثالث 43,d5789445-11e3-4ad6-9297-b565216751141
1069.0,2022-08-11 00:00:00,حساب فرمجه عاديه,d5789445-11e3-4ad6-9297-b565216751141
1070.0,2022-08-11 00:00:00,اكراميه بمب صب اعمده 43,d5789445-11e3-4ad6-9297-b565216751141
1070.0,2022-11-21 00:00:00,اكراميه بمب صب عمود ثاني 37,d5789445-11e3-4ad6-9297-b565216751141
1071.0,2022-08-11 00:00:00,دفعه من مستخلص النجاره (منتصر ),d5789445-11e3-4ad6-9297-b565216751141
1072.0,2022-08-11 00:00:00,دفعه من مستخلص النجاره (محمد صبري),d5789445-11e3-4ad6-9297-b565216751141
1072.0,2022-11-21 00:00:00,اكراميه بمب صب اول 44,d5789445-11e3-4ad6-9297-b565216751141
1073.0,2022-08-11 00:00:00,دفعه من مستخلص النجاره (علي محمد),d5789445-11e3-4ad6-9297-b565216751141
1074.0,2022-08-11 00:00:00,دفعه من مستخلص النجاره (صبري عبد المعطي),d5789445-11e3-4ad6-9297-b565216751141
1074.0,2022-11-21 00:00:00,سلفه للمهندس احمد توفيق من راتب شهر 11,d5789445-11e3-4ad6-9297-b565216751141
1075.0,2022-08-11 00:00:00,دفعه من مستخلص النجاره (محمد جمال),d5789445-11e3-4ad6-9297-b565216751141
1076.0,2022-08-11 00:00:00,دفعه من مستخلص النجاره (حماده بخيت),d5789445-11e3-4ad6-9297-b565216751141
1076.0,2022-11-21 00:00:00,انبوبه غاز للمهندسين,d5789445-11e3-4ad6-9297-b565216751141
1077.0,2022-08-11 00:00:00,دفعه من مستخلصحداده (عبد الرحمن),d5789445-11e3-4ad6-9297-b565216751141
1078.0,2022-08-11 00:00:00,دفعه من مستخلص الحفر (ياسين),d5789445-11e3-4ad6-9297-b565216751141
1078.0,2022-11-21 00:00:00,جالون ماء للكرافان,d5789445-11e3-4ad6-9297-b565216751141
1079.0,2022-08-11 00:00:00,دفعه من مستخلص الحلال (ياسين),d5789445-11e3-4ad6-9297-b565216751141
1080.0,2022-08-11 00:00:00,دفعه من مستخلص الحداده (محمود),d5789445-11e3-4ad6-9297-b565216751141
1080.0,2022-11-21 00:00:00,2بطانيه للغفر,d5789445-11e3-4ad6-9297-b565216751141
1082.0,2022-08-11 00:00:00,باقي غفره العرب ( ابومالك),d5789445-11e3-4ad6-9297-b565216751141
1082.0,2022-11-21 00:00:00,سهر استشاري صب عمود 37 وتخصم علي محطه هيمكس بسبب عدم الصب ,d5789445-11e3-4ad6-9297-b565216751141
1083.0,2022-08-11 00:00:00,اجر دكاك يدوي ادك التربه قبل عاديه 26,d5789445-11e3-4ad6-9297-b565216751141
1084.0,2022-08-11 00:00:00,ماده لتزريع الاشاير واجار هيلتي ( اشاير اعمده ارضي عماره 37),d5789445-11e3-4ad6-9297-b565216751141
1084.0,2022-11-21 00:00:00,حجر بورده لكمبيوتر المحاسب,d5789445-11e3-4ad6-9297-b565216751141
1085.0,2022-08-13 00:00:00,بنزين للمولد,d5789445-11e3-4ad6-9297-b565216751141
1086.0,2022-08-13 00:00:00,19لتر ماء حلو للكرافان,d5789445-11e3-4ad6-9297-b565216751141
1086.0,2022-11-21 00:00:00,دفعه من مستخلص حداده محمد رمضان,d5789445-11e3-4ad6-9297-b565216751141
1087.0,2022-08-14 00:00:00, 19لتر ماء للكرافان,d5789445-11e3-4ad6-9297-b565216751141
1088.0,2022-08-14 00:00:00,2ك سكر ,d5789445-11e3-4ad6-9297-b565216751141
1088.0,2022-11-21 00:00:00,سهره استشاري استلام سقف اول 25,d5789445-11e3-4ad6-9297-b565216751141
1089.0,2022-08-14 00:00:00,كلابش لانبوبه الغفير,d5789445-11e3-4ad6-9297-b565216751141
1090.0,2022-08-14 00:00:00,انبوبه غاز للمهندس طارق,d5789445-11e3-4ad6-9297-b565216751141
1090.0,2022-11-21 00:00:00,سلفه من راتب فتحي الغفير من شهر 11,d5789445-11e3-4ad6-9297-b565216751141
1091.0,2022-08-14 00:00:00,من حساب سياره الموقع ( امير),d5789445-11e3-4ad6-9297-b565216751141
1092.0,2022-08-14 00:00:00,من حساب العامل مصطفي ( ابورهف),d5789445-11e3-4ad6-9297-b565216751141
1092.0,2022-11-21 00:00:00,من ح/ سياره  الموقع ,d5789445-11e3-4ad6-9297-b565216751141
1093.0,2022-08-15 00:00:00,سكر +ماء حلو للكرافان,d5789445-11e3-4ad6-9297-b565216751141
1094.0,2022-08-15 00:00:00,زيت للمولد,d5789445-11e3-4ad6-9297-b565216751141
1094.0,2022-11-21 00:00:00,شراء كربون لكتابه المهندسين عليه طلبات الاستلامات من الاستشاري,d5789445-11e3-4ad6-9297-b565216751141
1095.0,2022-08-15 00:00:00,دفعه من مستخلص النجاره ( حماده ),d5789445-11e3-4ad6-9297-b565216751141
1096.0,2022-08-15 00:00:00,ضيافه استشاري ,d5789445-11e3-4ad6-9297-b565216751141
1096.0,2022-11-21 00:00:00,سلفه للمهندس احمد توفيق من راتب شهر 11,d5789445-11e3-4ad6-9297-b565216751141
1097.0,2022-08-15 00:00:00,شراء ينسون وكركديه ونسكافيه,d5789445-11e3-4ad6-9297-b565216751141
1098.0,2022-08-15 00:00:00,2يوميه عمل بسكوت عمدان 41,d5789445-11e3-4ad6-9297-b565216751141
1098.0,2022-11-21 00:00:00,دفعه من مستخلص المحاره ( محمد عبد الجواد),d5789445-11e3-4ad6-9297-b565216751141
1099.0,2022-08-15 00:00:00,يوميه عمل علب قواعد اعمده 43,d5789445-11e3-4ad6-9297-b565216751141
1100.0,2022-08-15 00:00:00,يوميه عمل علب قواعد اعمده 37,d5789445-11e3-4ad6-9297-b565216751141
1100.0,2022-11-21 00:00:00,مفتاح بوجهات للدكك والمولد,d5789445-11e3-4ad6-9297-b565216751141
1101.0,2022-08-15 00:00:00,يوميه عمل علب قواعد اعمده 31,d5789445-11e3-4ad6-9297-b565216751141
1102.0,2022-08-15 00:00:00,دفعه من حساب العامل مصطفي ,d5789445-11e3-4ad6-9297-b565216751141
1102.0,2022-11-21 00:00:00,فأس للعماله ( اصول مهلكه ),d5789445-11e3-4ad6-9297-b565216751141
1103.0,2022-08-15 00:00:00,دفعه من حساب سياره الموقع ( امير ),d5789445-11e3-4ad6-9297-b565216751141
1104.0,2022-08-15 00:00:00,ايجار دكك يدوي + مواصلات 26.28.,d5789445-11e3-4ad6-9297-b565216751141
1104.0,2022-11-21 00:00:00,فيلات وملفات ,d5789445-11e3-4ad6-9297-b565216751141
1105.0,2022-08-15 00:00:00,سلفه من راتب فتحي الغفير,d5789445-11e3-4ad6-9297-b565216751141
1106.0,2022-08-16 00:00:00,ايجار دكاك يدوي  28,d5789445-11e3-4ad6-9297-b565216751141
1106.0,2022-11-21 00:00:00,دفعه من مستخلص نجاره علي خليل   ,d5789445-11e3-4ad6-9297-b565216751141
1107.0,2022-08-16 00:00:00,10 شكاير بسكوت,d5789445-11e3-4ad6-9297-b565216751141
1108.0,2022-08-16 00:00:00,عده موقع ( مسطرين +قصعه +2جوانتي+جنزير ),d5789445-11e3-4ad6-9297-b565216751141
1108.0,2022-11-21 00:00:00,مصاريف اداريه (م. محمد مشرف ),d5789445-11e3-4ad6-9297-b565216751141
1109.0,2022-08-16 00:00:00,سهره استشاري صب عاديه 27,d5789445-11e3-4ad6-9297-b565216751141
1110.0,2022-08-16 00:00:00,بنزين للمولد,d5789445-11e3-4ad6-9297-b565216751141
1110.0,2022-11-22 00:00:00,دفعه من مستخلص الكهرباء هشام   ,d5789445-11e3-4ad6-9297-b565216751141
1111.0,2022-08-16 00:00:00,يوميه تركيب بسكوت عمدان 38,d5789445-11e3-4ad6-9297-b565216751141
1112.0,2022-08-16 00:00:00,دفعه من حساب العامل مصطفي ,d5789445-11e3-4ad6-9297-b565216751141
1112.0,2022-11-22 00:00:00,يوميه نجاره فك تقويه لتعديل الكهرباء تخصم علي الكهربائي,d5789445-11e3-4ad6-9297-b565216751141
1113.0,2022-08-17 00:00:00,بنزين للمولد,d5789445-11e3-4ad6-9297-b565216751141
1114.0,2022-08-17 00:00:00,قاروره ماء حلو للموقع 19لتر,d5789445-11e3-4ad6-9297-b565216751141
1114.0,2022-11-22 00:00:00,تنظيف قواعد 26 وتخصم علي مقاول العزل علي,d5789445-11e3-4ad6-9297-b565216751141
1115.0,2022-08-17 00:00:00,دفعه من حساب سياره الموقع,d5789445-11e3-4ad6-9297-b565216751141
1116.0,2022-08-17 00:00:00,2تقرير معاينه قاع حفر عمارة 40.41,d5789445-11e3-4ad6-9297-b565216751141
1116.0,2022-11-22 00:00:00,دفعه من مستخلص نجاره  منتصر ,d5789445-11e3-4ad6-9297-b565216751141
1117.0,2022-08-17 00:00:00,حساب مياه الكرافان وحوض المعالجه وحوض الزرع خلال الاسبوع( محمد فوزي),d5789445-11e3-4ad6-9297-b565216751141
1118.0,2022-11-22 00:00:00,دفعه من مستخلص نجاره صبري,d5789445-11e3-4ad6-9297-b565216751141
1120.0,2022-11-22 00:00:00,دفعه من مستخلص نجاره محمد صبري,d5789445-11e3-4ad6-9297-b565216751141
1121.0,2022-08-18 00:00:00,دفعه من مستخلص النجاره ( علي محمد ),d5789445-11e3-4ad6-9297-b565216751141
1122.0,2022-08-18 00:00:00,يوميات  صنايعي و2 عمال بناء علب اعمده 30.38.,d5789445-11e3-4ad6-9297-b565216751141
1122.0,2022-11-22 00:00:00,دفعه من مستخلص حداده محمد رمضان,d5789445-11e3-4ad6-9297-b565216751141
1123.0,2022-08-18 00:00:00,ايجار شقه جديده للمهندسيين ( شهر مقدم 4500 ج +سمسره 2250ج,d5789445-11e3-4ad6-9297-b565216751141
1124.0,2022-08-18 00:00:00,شهر تامين لسكن الموظفين في بدايه الايجار,d5789445-11e3-4ad6-9297-b565216751141
1124.0,2022-11-22 00:00:00,دفعه من مستخلص عزل علي حسن,d5789445-11e3-4ad6-9297-b565216751141
1125.0,2022-08-18 00:00:00,كالون جديد للشقه,d5789445-11e3-4ad6-9297-b565216751141
1126.0,2022-08-18 00:00:00,اكراميه بمب صب عاديه 26,d5789445-11e3-4ad6-9297-b565216751141
1126.0,2022-11-22 00:00:00,دفعه من مستخلص عزل سعيد حسن,d5789445-11e3-4ad6-9297-b565216751141
1127.0,2022-08-18 00:00:00,اكراميه بمب صب مسلحه 38,d5789445-11e3-4ad6-9297-b565216751141
1128.0,2022-08-18 00:00:00,حساب مصطفي العامل,d5789445-11e3-4ad6-9297-b565216751141
1128.0,2022-11-22 00:00:00,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,d5789445-11e3-4ad6-9297-b565216751141
1129.0,2022-08-18 00:00:00,سهره استشاري صب عاديه 26,d5789445-11e3-4ad6-9297-b565216751141
1130.0,2022-08-18 00:00:00,سهره استشاري صب مسلحه 38,d5789445-11e3-4ad6-9297-b565216751141
1130.0,2022-11-23 00:00:00,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,d5789445-11e3-4ad6-9297-b565216751141
1131.0,2022-08-18 00:00:00, 4يوميات تركيب بسكوت عمارات 29.38.26.,d5789445-11e3-4ad6-9297-b565216751141
1132.0,2022-08-18 00:00:00,شراء سفاتي لمهندسين الاستشاري,d5789445-11e3-4ad6-9297-b565216751141
1132.0,2022-11-23 00:00:00,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,d5789445-11e3-4ad6-9297-b565216751141
1133.0,2022-08-18 00:00:00,اجر تنزيل الخشب يوم 13/8,d5789445-11e3-4ad6-9297-b565216751141
1134.0,2022-08-18 00:00:00,حساب سياره الموقع ,d5789445-11e3-4ad6-9297-b565216751141
1134.0,2022-11-23 00:00:00,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,d5789445-11e3-4ad6-9297-b565216751141
1135.0,2022-08-18 00:00:00,حساب الفرمجي محمد نصر ,d5789445-11e3-4ad6-9297-b565216751141
1136.0,2022-08-18 00:00:00,دفعه من حساب لودر عادل الجمل,d5789445-11e3-4ad6-9297-b565216751141
1136.0,2022-11-23 00:00:00,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,d5789445-11e3-4ad6-9297-b565216751141
1137.0,2022-08-18 00:00:00,دفعه من مستخلص النجاره ( منتصر),d5789445-11e3-4ad6-9297-b565216751141
1138.0,2022-08-18 00:00:00,حساب مياه مصطفي,d5789445-11e3-4ad6-9297-b565216751141
1138.0,2022-11-23 00:00:00,يوميات تركيب بسكوت بصنايعيه الحداده لعمارات 26.25.24.30.27.29. ,d5789445-11e3-4ad6-9297-b565216751141
1139.0,2022-08-18 00:00:00,سهره استشاري صب 24,d5789445-11e3-4ad6-9297-b565216751141
1140.0,2022-08-19 00:00:00,اكراميه صب عاديه عماره 28,d5789445-11e3-4ad6-9297-b565216751141
1140.0,2022-11-24 00:00:00, خزان 3م للموقع ( اصول ) النقل,d5789445-11e3-4ad6-9297-b565216751141
1141.0,2022-08-19 00:00:00,اكراميه صب مسلحه 29,d5789445-11e3-4ad6-9297-b565216751141
1142.0,2022-08-19 00:00:00,سهره استشاري عماره 28,d5789445-11e3-4ad6-9297-b565216751141
1142.0,2022-11-24 00:00:00,شراء بوجيه للدكاك وجوانات,d5789445-11e3-4ad6-9297-b565216751141
1143.0,2022-08-19 00:00:00,2وجبه مهندسين السهره عمارات 26.عاديه .38 مسلحه,d5789445-11e3-4ad6-9297-b565216751141
1144.0,2022-08-19 00:00:00,وجبه المهندسين في سهرات الصب 28,d5789445-11e3-4ad6-9297-b565216751141
1144.0,2022-11-24 00:00:00,من حساب شركه نور الدين لتوريد الكهرباء,d5789445-11e3-4ad6-9297-b565216751141
1145.0,2022-08-21 00:00:00,اجر بنا+2 عامل لبناء علب القواعد المسلحه 42,d5789445-11e3-4ad6-9297-b565216751141
1146.0,2022-08-21 00:00:00,ايجار دكاك يدوي يومان عماره 28,d5789445-11e3-4ad6-9297-b565216751141
1146.0,2022-11-24 00:00:00,دفعه من مستخلص المباني ( رامي ),d5789445-11e3-4ad6-9297-b565216751141
1147.0,2022-08-21 00:00:00,شراء 10شكاره بسكوت لاعمده 31,d5789445-11e3-4ad6-9297-b565216751141
1148.0,2022-08-21 00:00:00,بنزين سياره م.محمد مشرف,d5789445-11e3-4ad6-9297-b565216751141
1148.0,2022-11-24 00:00:00,عربون لف مولد الكهرباء الاتي من المنصوره ,d5789445-11e3-4ad6-9297-b565216751141
1149.0,2022-08-21 00:00:00,اكراميه سياره الحدبد,d5789445-11e3-4ad6-9297-b565216751141
1150.0,2022-08-21 00:00:00,مياه + سكر +شاي,d5789445-11e3-4ad6-9297-b565216751141
1150.0,2022-11-24 00:00:00,شراء مناديل مكتب وحمام,d5789445-11e3-4ad6-9297-b565216751141
1151.0,2022-08-21 00:00:00,بنزين للمولد,d5789445-11e3-4ad6-9297-b565216751141
1152.0,2022-08-21 00:00:00,من حساب يوميات احمد الصعيدي الغفير,d5789445-11e3-4ad6-9297-b565216751141
1152.0,2022-11-24 00:00:00,دفعه من مستخلص نجاره محمد جمال,d5789445-11e3-4ad6-9297-b565216751141
1153.0,2022-08-21 00:00:00,دفعه من مستخلص الاحلال ( ياسين ),d5789445-11e3-4ad6-9297-b565216751141
1154.0,2022-08-21 00:00:00,ايجار لودر ياسين,d5789445-11e3-4ad6-9297-b565216751141
1154.0,2022-11-24 00:00:00,دفعه من مستخلص نجاره علي خليل   ,d5789445-11e3-4ad6-9297-b565216751141
1155.0,2022-08-21 00:00:00,ايجار هراس ياسين,d5789445-11e3-4ad6-9297-b565216751141
1156.0,2022-08-21 00:00:00,دفعه من مستخلص الحفر ( ياسين ),d5789445-11e3-4ad6-9297-b565216751141
1156.0,2022-11-24 00:00:00,من ح/ لودر ابومالك ,d5789445-11e3-4ad6-9297-b565216751141
1157.0,2022-08-21 00:00:00,دفعه من مستخلص النجاره منتصر,d5789445-11e3-4ad6-9297-b565216751141
1158.0,2022-08-21 00:00:00,دفعه من مستخلص النجاره محمد صبري,d5789445-11e3-4ad6-9297-b565216751141
1158.0,2022-11-24 00:00:00,من ح/ مياه مصطفي كرم,d5789445-11e3-4ad6-9297-b565216751141
1159.0,2022-08-21 00:00:00,دفعه من مستخلص النجاره محمد جمال,d5789445-11e3-4ad6-9297-b565216751141
1160.0,2022-08-21 00:00:00,دفعه من مستخلص النجاره محمد شحاته,d5789445-11e3-4ad6-9297-b565216751141
1160.0,2022-11-24 00:00:00,من ح/ الفرمجي محمد نصر ,d5789445-11e3-4ad6-9297-b565216751141
1161.0,2022-08-21 00:00:00,دفعه من مستخلص النجاره صبري عبد المعطي,d5789445-11e3-4ad6-9297-b565216751141
1162.0,2022-08-21 00:00:00,دفعه من مستخلص النجاره حماده عبد العال,d5789445-11e3-4ad6-9297-b565216751141
1162.0,2022-11-24 00:00:00,دفعه من مستخلص محاره محمد عبد الجواد ( محاره),d5789445-11e3-4ad6-9297-b565216751141
1163.0,2022-08-21 00:00:00,يوميات تركيب بسكوت عماره 31,d5789445-11e3-4ad6-9297-b565216751141
1164.0,2022-08-21 00:00:00,حساب لودر عادل ,d5789445-11e3-4ad6-9297-b565216751141
1164.0,2022-11-24 00:00:00,دفعه من مستخلص حداده عبد الرحمن ( الموان ),d5789445-11e3-4ad6-9297-b565216751141
1165.0,2022-08-21 00:00:00,دفعه من حساب سياره الموقع,d5789445-11e3-4ad6-9297-b565216751141
1166.0,2022-08-21 00:00:00,اكراميه موظف البنك لسحب مستعجل  + عموله سحب من الماكينه,d5789445-11e3-4ad6-9297-b565216751141
1166.0,2022-11-24 00:00:00,من ح/ شركه الرحمه لتوريد الطوب,d5789445-11e3-4ad6-9297-b565216751141
1167.0,2022-08-22 00:00:00,ورق طباعه a3+a4,d5789445-11e3-4ad6-9297-b565216751141
1168.0,2022-08-22 00:00:00,اقلام ,d5789445-11e3-4ad6-9297-b565216751141
1168.0,2022-11-24 00:00:00,دفعه من مستخلص محمود الحداد,d5789445-11e3-4ad6-9297-b565216751141
1169.0,2022-08-22 00:00:00,مياه للكرافان,d5789445-11e3-4ad6-9297-b565216751141
1170.0,2022-08-22 00:00:00,دفعه من مستخلص النجاره ( علي محمد ),d5789445-11e3-4ad6-9297-b565216751141
1170.0,2022-11-24 00:00:00,من قيمه تحريب 10لفات حديد تخصم من محمود الحداد,d5789445-11e3-4ad6-9297-b565216751141
1171.0,2022-08-22 00:00:00,علب ,d5789445-11e3-4ad6-9297-b565216751141
1172.0,2022-08-22 00:00:00,دفعه من مستخلص النجاره (منتصر),d5789445-11e3-4ad6-9297-b565216751141
1172.0,2022-11-24 00:00:00,من قيمه تحريب 10لفات حديد تخصم من محمد رمضان الحداد,d5789445-11e3-4ad6-9297-b565216751141
1173.0,2022-08-22 00:00:00,خصم علي لودر عادل واعطيت لمنتصر النجار ( بسبب تكسير خشب),d5789445-11e3-4ad6-9297-b565216751141
1174.0,2022-08-22 00:00:00,جزء من حساب العامل ( محمود),d5789445-11e3-4ad6-9297-b565216751141
1174.0,2022-11-24 00:00:00,باقي قيمه تحريب 10لفات حديد يخصم علي الحدادين النصف والشركه النصف,d5789445-11e3-4ad6-9297-b565216751141
1175.0,2022-08-22 00:00:00,دفعه من مستخلص الحداده ( محمود),d5789445-11e3-4ad6-9297-b565216751141
1176.0,2022-08-22 00:00:00,دفعه من مستخلص الحداده (محمد رمضان),d5789445-11e3-4ad6-9297-b565216751141
1176.0,2022-11-24 00:00:00,من ح/ مورد الكهرباء  شركه عز,d5789445-11e3-4ad6-9297-b565216751141
1177.0,2022-08-22 00:00:00,تعديل اعمده عماره 30,d5789445-11e3-4ad6-9297-b565216751141
1178.0,2022-08-23 00:00:00,19لتر ماء حلو للكرافان,d5789445-11e3-4ad6-9297-b565216751141
1178.0,2022-11-24 00:00:00,صيانه الدكاك اليدوي,d5789445-11e3-4ad6-9297-b565216751141
1179.0,2022-08-23 00:00:00,دفعه من حساب سياره الموقع 2  ,d5789445-11e3-4ad6-9297-b565216751141
