entry_number,entry_date,description,org_id
428.0,2022-10-26 00:00:00,الي ح/ النقديه (شراء مطرقه 2 ك لاستخدامها في الموقع ),d5789445-11e3-4ad6-9297-b565216751141
428.0,2024-08-06 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
429.0,2024-08-15 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
430.0,2022-10-26 00:00:00,الي ح/ النقديه (سلفه  لحسام ندير من راتب شهر 11),d5789445-11e3-4ad6-9297-b565216751141
430.0,2024-08-22 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
431.0,2024-08-22 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
432.0,2022-10-26 00:00:00,الي ح/ النقديه (بنزين للمولد),d5789445-11e3-4ad6-9297-b565216751141
432.0,2024-08-26 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
433.0,2024-08-29 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
434.0,2022-10-26 00:00:00,الي ح/ النقديه (ثمن 30 شكاره بسكوت  ( مخزن) بتاريخ 15/10),d5789445-11e3-4ad6-9297-b565216751141
434.0,2024-08-29 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
435.0,2024-08-30 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
436.0,2022-10-26 00:00:00,الي ح/ النقديه (ايجار هيلتي تزريع اشاير اعمده اول 38 ),d5789445-11e3-4ad6-9297-b565216751141
436.0,2024-09-01 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
437.0,2024-09-03 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
438.0,2022-10-26 00:00:00,الي ح/ النقديه ( دفعه من حساب محمود العامل),d5789445-11e3-4ad6-9297-b565216751141
438.0,2024-09-03 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
439.0,2024-09-04 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
440.0,2022-10-26 00:00:00,الي ح/ النقديه (سلفه  م. احمد توفيق من راتب شهر 11),d5789445-11e3-4ad6-9297-b565216751141
440.0,2024-09-05 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
441.0,2024-09-09 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
442.0,2022-10-26 00:00:00,الي ح/ النقديه (سلفه  م. احمد توفيق من راتب شهر 11),d5789445-11e3-4ad6-9297-b565216751141
442.0,2024-09-09 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
443.0,2024-09-09 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
444.0,2022-10-26 00:00:00,الي ح/ النقديه (مسمار دق ),d5789445-11e3-4ad6-9297-b565216751141
444.0,2024-09-09 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
445.0,2024-09-12 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
446.0,2022-10-26 00:00:00,الي ح/ النقديه(قاروره ماء للكرافان),d5789445-11e3-4ad6-9297-b565216751141
446.0,2024-09-19 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
447.0,2024-09-23 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
448.0,2022-10-26 00:00:00,من حساب سياره موقع امير 2,d5789445-11e3-4ad6-9297-b565216751141
448.0,2024-09-25 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
449.0,2024-09-26 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
450.0,2022-10-30 00:00:00,دفعه من حساب محمود العامل,d5789445-11e3-4ad6-9297-b565216751141
450.0,2024-09-26 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
451.0,2024-10-06 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
452.0,2022-10-30 00:00:00,سكر + شاي ,d5789445-11e3-4ad6-9297-b565216751141
452.0,2024-10-10 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
453.0,2024-11-07 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
454.0,2022-10-30 00:00:00,سهره استشاري صب سقف ثاني 43,d5789445-11e3-4ad6-9297-b565216751141
455.0,2024-11-15 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
456.0,2022-10-30 00:00:00,سهره استشاري صب سقف اول 26,d5789445-11e3-4ad6-9297-b565216751141
456.0,2024-11-15 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
457.0,2024-11-17 00:00:00,تحويل للاستاذ محمد مرعي ,d5789445-11e3-4ad6-9297-b565216751141
458.0,2022-10-30 00:00:00,اكراميه بمب صب اعمده ارضي 44,d5789445-11e3-4ad6-9297-b565216751141
458.0,2022-11-19 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
459.0,2024-11-22 00:00:00,دفعه من ح (شركه الشروق للصلب ),d5789445-11e3-4ad6-9297-b565216751141
460.0,2022-10-30 00:00:00,اكراميه بمب صب سقف ارضي 26 وسقف ثاني 43,d5789445-11e3-4ad6-9297-b565216751141
460.0,2024-11-23 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
461.0,2024-11-24 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
462.0,2022-10-30 00:00:00,اكراميه بمب صب سقف ارضي 26 وسقف ثاني 44,d5789445-11e3-4ad6-9297-b565216751141
462.0,2024-11-26 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
463.0,2024-11-28 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
464.0,2022-10-30 00:00:00,بنزين للمولد,d5789445-11e3-4ad6-9297-b565216751141
464.0,2022-11-29 00:00:00,دفعه من ح ( شركه الكومي للصلب),d5789445-11e3-4ad6-9297-b565216751141
465.0,2024-11-30 00:00:00,دفعه من ح ( شركه تبارك للخرسانه),d5789445-11e3-4ad6-9297-b565216751141
466.0,2022-10-30 00:00:00,من حساب سياره الموقع امير 2,d5789445-11e3-4ad6-9297-b565216751141
466.0,2024-12-01 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
467.0,2024-12-03 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
468.0,2022-10-30 00:00:00,اكراميه بمب صب اعمده ارضي 44,d5789445-11e3-4ad6-9297-b565216751141
468.0,2022-10-31 00:00:00,اكراميه سواق احضار خراطيم الكهرباء 4 مرات,d5789445-11e3-4ad6-9297-b565216751141
468.0,2024-12-04 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
469.0,2024-12-07 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
470.0,2022-10-31 00:00:00,من حساب سياره امير 1,d5789445-11e3-4ad6-9297-b565216751141
470.0,2024-12-08 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
471.0,2024-12-10 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
472.0,2022-10-31 00:00:00,اكراميه بمب صب سقف ارضي 30,d5789445-11e3-4ad6-9297-b565216751141
472.0,2024-12-11 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
473.0,2024-12-13 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
474.0,2022-10-31 00:00:00,وجبه مهندس في سهره صب سقف ارضي 26 وسقف ثاني 43,d5789445-11e3-4ad6-9297-b565216751141
474.0,2024-12-14 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
475.0,2023-02-13 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
476.0,2022-10-31 00:00:00,وجبه مهندس في سهره صب سقف ارضي 26 وسقف ثاني 44,d5789445-11e3-4ad6-9297-b565216751141
476.0,2024-10-17 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
477.0,2024-10-17 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
478.0,2022-10-31 00:00:00,من حساب الفرمجي محمد نصر ,d5789445-11e3-4ad6-9297-b565216751141
478.0,2024-10-19 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
479.0,2024-10-21 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
480.0,2022-11-03 00:00:00,اكراميه معمل التربه عمل اختبار لعمارات 33.34.35.36.39.40.41.,d5789445-11e3-4ad6-9297-b565216751141
480.0,2024-10-24 00:00:00,تحويل للاستاذ محمد مرعي ,d5789445-11e3-4ad6-9297-b565216751141
481.0,2024-10-24 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
482.0,2022-11-03 00:00:00,اكراميه معمل التربه عمل اختبار لعمارات 33.34.35.36.39.40.41.,d5789445-11e3-4ad6-9297-b565216751141
482.0,2024-10-31 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
483.0,2024-10-31 00:00:00,دفعه من ح توريد الاسمنت من مدام عزه ,d5789445-11e3-4ad6-9297-b565216751141
484.0,2022-11-03 00:00:00,اكراميه معمل التربه عمل اختبار لعمارات 33.34.35.36.39.40.41.,d5789445-11e3-4ad6-9297-b565216751141
484.0,2024-10-30 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
485.0,2024-11-01 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
486.0,2022-11-03 00:00:00,اكراميه معمل التربه عمل اختبار لعمارات 33.34.35.36.39.40.41.,d5789445-11e3-4ad6-9297-b565216751141
486.0,2024-11-04 00:00:00,توريد حلوق من شركه ابو النجا  ( احمد مورد الحلوق ),d5789445-11e3-4ad6-9297-b565216751141
487.0,2024-11-07 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
488.0,2022-11-03 00:00:00,اكراميه معمل التربه عمل اختبار لعمارات 33.34.35.36.39.40.41.,d5789445-11e3-4ad6-9297-b565216751141
488.0,2024-11-12 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
489.0,2024-11-15 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
490.0,2022-11-03 00:00:00,اكراميه معمل التربه عمل اختبار لعمارات 33.34.35.36.39.40.41.,d5789445-11e3-4ad6-9297-b565216751141
490.0,2024-11-21 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
491.0,2024-11-21 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
492.0,2022-11-03 00:00:00,اكراميه معمل التربه عمل اختبار لعمارات 33.34.35.36.39.40.41.,d5789445-11e3-4ad6-9297-b565216751141
492.0,2024-11-28 00:00:00,سيفتي لمهندسين الموقع ,d5789445-11e3-4ad6-9297-b565216751141
493.0,2024-12-01 00:00:00,كميه الخشب باستكمال سقف عماره 34  (10.1198),d5789445-11e3-4ad6-9297-b565216751141
494.0,2022-11-03 00:00:00,بنزين للمولد,d5789445-11e3-4ad6-9297-b565216751141
494.0,2024-12-02 00:00:00,تحويل لاحمد حبيب لتخليص الاوراق ( مدام عفاف ),d5789445-11e3-4ad6-9297-b565216751141
495.0,2024-12-02 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
496.0,2022-11-03 00:00:00,سياره الموقع امير 1,d5789445-11e3-4ad6-9297-b565216751141
496.0,2024-12-05 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
497.0,2024-12-09 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
498.0,2022-11-03 00:00:00,اكراميه 2 سياره حديد بتاريخ 26/10,d5789445-11e3-4ad6-9297-b565216751141
498.0,2024-12-10 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
499.0,2024-12-15 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
500.0,2022-11-03 00:00:00,بنزين للمولد بتاريخ 29/10,d5789445-11e3-4ad6-9297-b565216751141
500.0,2024-12-16 00:00:00,شراء خشب 9.86 متر مكعب,d5789445-11e3-4ad6-9297-b565216751141
501.0,2024-12-17 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
502.0,2022-11-03 00:00:00,قاروره ماء للكرافان بتاريخ 29/10),d5789445-11e3-4ad6-9297-b565216751141
502.0,2024-12-17 00:00:00,تحويل لشركه ليسيكو للسيراميك,d5789445-11e3-4ad6-9297-b565216751141
503.0,2024-12-18 00:00:00,تحويل لاحمد حبيب لتخليص الاوراق ( مدام عفاف ),d5789445-11e3-4ad6-9297-b565216751141
504.0,2022-11-03 00:00:00,سهره استشاري صب سقف اول 27 بتاريخ 1/11,d5789445-11e3-4ad6-9297-b565216751141
504.0,2024-12-18 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
505.0,2024-12-22 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
506.0,2022-11-03 00:00:00,سهره استشاري صب عمود ارضي 44 بتاريخ 26/10,d5789445-11e3-4ad6-9297-b565216751141
506.0,2024-12-23 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
507.0,2024-12-23 00:00:00,تحويل لاحمد حبيب لتخليص الاوراق ( مدام عفاف ),d5789445-11e3-4ad6-9297-b565216751141
508.0,2022-11-03 00:00:00,اكراميه صب بمب صب اعمده اول 38,d5789445-11e3-4ad6-9297-b565216751141
508.0,2024-12-24 00:00:00,تحويل لشركه ليسيكو للسيراميك,d5789445-11e3-4ad6-9297-b565216751141
509.0,2024-12-24 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
510.0,2022-11-03 00:00:00,يوميه عامل استعدال حديدمن الخرده ,d5789445-11e3-4ad6-9297-b565216751141
510.0,2024-12-25 00:00:00,بنزين للمهندس محمد ,d5789445-11e3-4ad6-9297-b565216751141
511.0,2024-12-26 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
512.0,2022-11-03 00:00:00,يوميه تركيب بسكوت كمر سقف ارضي 27 بتاريخ 31/10,d5789445-11e3-4ad6-9297-b565216751141
512.0,2024-12-27 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
513.0,2024-12-28 00:00:00,شراء خشب مستعمل ( 2.46*17000 قصاير + 3.187*26000 الواح + 400*170 عرق ),d5789445-11e3-4ad6-9297-b565216751141
514.0,2022-11-03 00:00:00,يوميه عامل تسويه رد قصيه 37 بتاريخ 1/11,d5789445-11e3-4ad6-9297-b565216751141
514.0,2024-12-28 00:00:00,توريد حلوق من شركه ابو النجا  ( احمد مورد الحلوق ),d5789445-11e3-4ad6-9297-b565216751141
515.0,2024-12-28 00:00:00,شراء خشب مستعمل ( 2.46*17000 قصاير + 3.187*26000 الواح + 400*170 عرق ),d5789445-11e3-4ad6-9297-b565216751141
516.0,2022-11-03 00:00:00,يوميه عامل تسويه رد قصيه 43 بتاريخ 1/11,d5789445-11e3-4ad6-9297-b565216751141
516.0,2024-12-29 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
517.0,2024-12-30 00:00:00,وارد بيع الكرفان ,d5789445-11e3-4ad6-9297-b565216751141
518.0,2022-11-03 00:00:00,سهره استشاري استلام نجاره وحدادة سقف اول 27 بتاريخ 27/10,d5789445-11e3-4ad6-9297-b565216751141
518.0,2024-12-30 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
519.0,2024-12-30 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
520.0,2022-11-03 00:00:00,قاروره ماء بتاريخ 1/11,d5789445-11e3-4ad6-9297-b565216751141
520.0,2024-12-30 00:00:00,دفعه من ح محمد خلف مقاول القراميد ,d5789445-11e3-4ad6-9297-b565216751141
521.0,2025-01-02 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
522.0,2022-11-03 00:00:00,شراء 1ك مسمار للكهربائي ,d5789445-11e3-4ad6-9297-b565216751141
522.0,2025-01-03 00:00:00,قصاير(1.65طن) + لتزانه(3.08 بالمتر ) ,d5789445-11e3-4ad6-9297-b565216751141
523.0,2025-01-04 00:00:00,شراء 500 عرق خشب  + نولون نقل,d5789445-11e3-4ad6-9297-b565216751141
524.0,2022-11-03 00:00:00,سلك رباط للكهربائي ,d5789445-11e3-4ad6-9297-b565216751141
524.0,2025-01-05 00:00:00,شراء خشب جديد (17.58) متر مكعب,d5789445-11e3-4ad6-9297-b565216751141
525.0,2025-01-06 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
526.0,2022-11-03 00:00:00,( الغفر)1يوميه عامل لم حديد ,d5789445-11e3-4ad6-9297-b565216751141
526.0,2025-01-08 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
527.0,2025-01-09 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
528.0,2022-11-03 00:00:00,يوميه تخطيط مكان عمارات 33.34.35.36.39.40.41.+ الجير ,d5789445-11e3-4ad6-9297-b565216751141
528.0,2025-01-09 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
529.0,2025-01-10 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
530.0,2022-11-03 00:00:00,يوميه تخطيط مكان عمارات 33.34.35.36.39.40.41.+ الجير ,d5789445-11e3-4ad6-9297-b565216751141
530.0,2025-01-15 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
531.0,2025-01-15 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
532.0,2022-11-03 00:00:00,يوميه تخطيط مكان عمارات 33.34.35.36.39.40.41.+ الجير ,d5789445-11e3-4ad6-9297-b565216751141
532.0,2025-01-16 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
533.0,2025-01-18 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
534.0,2022-11-03 00:00:00,يوميه تخطيط مكان عمارات 33.34.35.36.39.40.41.+ الجير ,d5789445-11e3-4ad6-9297-b565216751141
534.0,2025-01-25 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
535.0,2025-01-29 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
536.0,2022-11-03 00:00:00,يوميه تخطيط مكان عمارات 33.34.35.36.39.40.41.+ الجير ,d5789445-11e3-4ad6-9297-b565216751141
536.0,2025-01-30 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
537.0,2025-02-03 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
538.0,2022-11-03 00:00:00,يوميه تخطيط مكان عمارات 33.34.35.36.39.40.41.+ الجير ,d5789445-11e3-4ad6-9297-b565216751141
538.0,2025-02-06 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
539.0,2025-02-06 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
540.0,2022-11-03 00:00:00,يوميه تخطيط مكان عمارات 33.34.35.36.39.40.41.+ الجير ,d5789445-11e3-4ad6-9297-b565216751141
540.0,2025-02-07 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
541.0,2025-02-08 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
542.0,2022-11-03 00:00:00,دفعه من مستخلص نجاره  علي خليل,d5789445-11e3-4ad6-9297-b565216751141
542.0,2025-02-12 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
543.0,2025-02-13 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
544.0,2022-11-03 00:00:00,دفعه من مستخلص نجاره ( محمد جمال),d5789445-11e3-4ad6-9297-b565216751141
544.0,2025-02-17 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
545.0,2025-02-19 00:00:00,دفعه من مستخلص مقاول المباني رامي,d5789445-11e3-4ad6-9297-b565216751141
546.0,2022-11-03 00:00:00,دفعه من مستخلص نجاره ( محمد محمد شحاته ) ابو عمرو,d5789445-11e3-4ad6-9297-b565216751141
546.0,2025-02-19 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
547.0,2025-02-19 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
548.0,2022-11-03 00:00:00,دفعه من مستخلص نجاره (صبري عبد المعطي),d5789445-11e3-4ad6-9297-b565216751141
548.0,2025-02-20 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
549.0,2025-02-20 00:00:00,تحويل لشركه ليسيكو للسيراميك,d5789445-11e3-4ad6-9297-b565216751141
550.0,2022-11-03 00:00:00,دفعه من مستخلص نجاره ( منتصر ),d5789445-11e3-4ad6-9297-b565216751141
550.0,2025-02-20 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
551.0,2025-02-22 00:00:00,مصاريف اداريه ,d5789445-11e3-4ad6-9297-b565216751141
552.0,2022-11-03 00:00:00,دفعه من مستخلص نجاره محمد صبري,d5789445-11e3-4ad6-9297-b565216751141
552.0,2025-02-23 00:00:00,دفعه لباسم حنا ( شيك ),d5789445-11e3-4ad6-9297-b565216751141
553.0,2025-02-24 00:00:00,تحويل لاحمد حبيب لتخليص الاوراق ( مدام عفاف ),d5789445-11e3-4ad6-9297-b565216751141
554.0,2022-11-03 00:00:00,دفعه من مستخلص الحداده محمد رمضان,d5789445-11e3-4ad6-9297-b565216751141
554.0,2025-02-24 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
555.0,2025-02-24 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
556.0,2022-11-03 00:00:00,دفعه من مستخلص الحداده محمود خيري,d5789445-11e3-4ad6-9297-b565216751141
556.0,2025-02-25 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
557.0,2025-02-27 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
558.0,2022-11-03 00:00:00,دفعه من حساب الفرمجي محمد نصر,d5789445-11e3-4ad6-9297-b565216751141
558.0,2025-02-27 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
559.0,2025-03-01 00:00:00,مصاريف اداريه ,d5789445-11e3-4ad6-9297-b565216751141
560.0,2022-11-03 00:00:00,باقي حساب محمود العامل,d5789445-11e3-4ad6-9297-b565216751141
560.0,2025-03-04 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
561.0,2025-03-06 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
562.0,2022-11-03 00:00:00,دفعه من مستخلص الكهرباء هشام,d5789445-11e3-4ad6-9297-b565216751141
562.0,2025-03-07 00:00:00,تحويل للحمد ستيل للحديد ( الريناد),d5789445-11e3-4ad6-9297-b565216751141
563.0,2025-03-10 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
564.0,2022-11-03 00:00:00,دفعه من مستخلص  البناء  رامي,d5789445-11e3-4ad6-9297-b565216751141
564.0,2025-03-11 00:00:00,دفعه من ج نادي سكر مقاول كريتال ,d5789445-11e3-4ad6-9297-b565216751141
565.0,2025-03-13 00:00:00,مصاريف اداريه ,d5789445-11e3-4ad6-9297-b565216751141
566.0,2022-11-03 00:00:00,دفعه من مستخلص العزل  علي ,d5789445-11e3-4ad6-9297-b565216751141
566.0,2025-03-13 00:00:00,دفعه من مستخلص مقاول المباني رامي,d5789445-11e3-4ad6-9297-b565216751141
567.0,2025-03-13 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
568.0,2022-11-03 00:00:00,سلف من راتب المهند س احمد توفيق ,d5789445-11e3-4ad6-9297-b565216751141
568.0,2025-03-15 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
569.0,2025-03-20 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
570.0,2022-11-03 00:00:00,سكر + بن + شاي,d5789445-11e3-4ad6-9297-b565216751141
570.0,2025-03-21 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
571.0,2025-03-23 00:00:00,تحويل لهيمكس ,d5789445-11e3-4ad6-9297-b565216751141
572.0,2022-11-03 00:00:00,يوميه عامل تعديل ملاحظات الكهرباء وتخصم علي مقاول الكهرباء هشام,d5789445-11e3-4ad6-9297-b565216751141
572.0,2025-03-23 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
573.0,2025-03-27 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
574.0,2022-11-03 00:00:00,من حساب سياره الموقع امير 2,d5789445-11e3-4ad6-9297-b565216751141
574.0,2025-03-27 00:00:00,مصاريف اداريه ,d5789445-11e3-4ad6-9297-b565216751141
575.0,2025-03-13 00:00:00,مصاريف اداريه ,d5789445-11e3-4ad6-9297-b565216751141
576.0,2022-11-03 00:00:00,سلف من راتب المهند س محمود ,d5789445-11e3-4ad6-9297-b565216751141
576.0,2025-02-20 00:00:00,مصاريف اداريه ,d5789445-11e3-4ad6-9297-b565216751141
577.0,2025-03-06 00:00:00,بنزين م ( محمد مشرف ),d5789445-11e3-4ad6-9297-b565216751141
578.0,2022-11-03 00:00:00,اجر عامل تركيب بسكوت اعمده ثالث 43+ مرمات اعمده ارضي 43,d5789445-11e3-4ad6-9297-b565216751141
578.0,2025-04-09 00:00:00,دفعه من مستخلص مقاول المباني رامي,d5789445-11e3-4ad6-9297-b565216751141
579.0,2025-04-09 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
580.0,2022-11-03 00:00:00,سهره استشاري تسليم سقف اول 37 حداده ,d5789445-11e3-4ad6-9297-b565216751141
580.0,2025-04-11 00:00:00,دفعه من ح احمد عاطف مورد الاسمنت,d5789445-11e3-4ad6-9297-b565216751141
581.0,2025-04-11 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
582.0,2022-11-03 00:00:00,سهره استشاري تسليم نجاره اعمده 38 بتاريخ 26/9,d5789445-11e3-4ad6-9297-b565216751141
582.0,2025-04-13 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
583.0,2025-04-14 00:00:00,تحويل لاحمد حبيب لتخليص الاوراق ( مدام عفاف ),d5789445-11e3-4ad6-9297-b565216751141
584.0,2022-11-03 00:00:00,من حساب شركه عز لتوريدات الكهرباء,d5789445-11e3-4ad6-9297-b565216751141
584.0,2025-04-15 00:00:00,مصاريف اداريه ,d5789445-11e3-4ad6-9297-b565216751141
585.0,2025-04-15 00:00:00,تحويل لشركه ليسيكو للسيراميك,d5789445-11e3-4ad6-9297-b565216751141
586.0,2022-11-05 00:00:00,19 لترماء للكرافان ,d5789445-11e3-4ad6-9297-b565216751141
586.0,2025-04-15 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
587.0,2025-04-15 00:00:00,عهده موقع,d5789445-11e3-4ad6-9297-b565216751141
588.0,2022-11-05 00:00:00,بنزين وزيت للمولد,d5789445-11e3-4ad6-9297-b565216751141
588.0,2025-04-16 00:00:00,دفعه من ح ابومؤمن مقاول الكريتال,d5789445-11e3-4ad6-9297-b565216751141
