entry_no,entry_date,account_id,debit_amount,credit_amount,description,project_code,classification_code,work_analysis_code,analysis_work_item_code,sub_tree_code,org_id
1.0,2022-08-31 00:00:00,7054506,,,مستخلص رقم 3,0.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
1.0,2022-08-31 00:00:00,7054506,,,مستخلص رقم 3,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,30234,,,مستخلص رقم 3,1.0,8.0,1.0,1.0,93.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,30234,,,مستخلص رقم 3,1.0,8.0,1.0,1.0,94.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,40411,,,مستخلص رقم 3,1.0,8.0,1.0,1.0,95.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,121233,,,مستخلص رقم 3,1.0,8.0,1.0,1.0,96.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,147137,,,مستخلص رقم 3,1.0,8.0,1.0,1.0,97.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,24187,,,مستخلص رقم 3,1.0,8.0,1.0,1.0,98.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,70545,,,مستخلص رقم 3,1.0,8.0,1.0,1.0,99.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,0,,,مستخلص رقم 3,1.0,8.0,1.0,1.0,100.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,264,,,مستخلص رقم 3,1.0,8.0,1.0,1.0,101.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,5000,,,مستخلص رقم 3,1.0,8.0,1.0,1.0,102.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,67186,,,مستخلص رقم 3,1.0,8.0,,,30008.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,352725,,,مستخلص رقم 3,1.0,8.0,,,30009.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,17636,,,مستخلص رقم 3,1.0,8.0,,,30010.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,335929,,,مستخلص رقم 3,1.0,8.0,,,30007.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,705451,,,مستخلص رقم 3,1.0,8.0,,,30006.0,d5789445-11e3-4ad6-9297-b565216751141
2.0,2022-08-31 00:00:00,1948172,,,مستخلص رقم 3,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
3.0,2022-08-31 00:00:00,4686423,,,مستخلص رقم 3,1.0,8.0,30000.0,30000.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
3.0,2022-08-31 00:00:00,419911,,,مستخلص رقم 3,1.0,8.0,30001.0,30001.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
3.0,2022-08-31 00:00:00,5106334,,,مستخلص رقم 3,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
4.0,2022-09-30 00:00:00,5767674,,,مستخلص رقم 4,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
4.0,2022-09-30 00:00:00,5767674,,,مستخلص رقم 4,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,24721,,,مستخلص رقم 4,1.0,8.0,1.0,1.0,93.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,24721,,,مستخلص رقم 4,1.0,8.0,1.0,1.0,94.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,33057,,,مستخلص رقم 4,1.0,8.0,1.0,1.0,95.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,99173,,,مستخلص رقم 4,1.0,8.0,1.0,1.0,96.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,120297,,,مستخلص رقم 4,1.0,8.0,1.0,1.0,97.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,19774,,,مستخلص رقم 4,1.0,8.0,1.0,1.0,98.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,57677,,,مستخلص رقم 4,1.0,8.0,1.0,1.0,99.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,0,,,مستخلص رقم 4,1.0,8.0,1.0,1.0,100.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,0,,,مستخلص رقم 4,1.0,8.0,1.0,1.0,101.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,0,,,مستخلص رقم 4,1.0,8.0,1.0,1.0,102.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,54930,,,مستخلص رقم 4,1.0,8.0,,,30008.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,288383,,,مستخلص رقم 4,1.0,8.0,,,30009.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,14419,,,مستخلص رقم 4,1.0,8.0,,,30010.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,274651,,,مستخلص رقم 4,1.0,8.0,,,30007.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,576767,,,مستخلص رقم 4,1.0,8.0,,,30006.0,d5789445-11e3-4ad6-9297-b565216751141
5.0,2022-09-30 00:00:00,1588574,,,مستخلص رقم 4,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
6.0,2022-09-30 00:00:00,3835785,,,مستخلص رقم 4,1.0,8.0,30000.0,30000.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
6.0,2022-09-30 00:00:00,343313,,,مستخلص رقم 4,1.0,8.0,30001.0,30001.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
6.0,2022-09-30 00:00:00,4179100,,,مستخلص رقم 4,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
7.0,2022-10-30 00:00:00,3916055,,,مستخلص رقم 5,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
7.0,2022-10-30 00:00:00,3916055,,,مستخلص رقم 5,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,16785,,,مستخلص رقم 5,1.0,8.0,1.0,1.0,93.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,16785,,,مستخلص رقم 5,1.0,8.0,1.0,1.0,94.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,22445,,,مستخلص رقم 5,1.0,8.0,1.0,1.0,95.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,67335,,,مستخلص رقم 5,1.0,8.0,1.0,1.0,96.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,81677,,,مستخلص رقم 5,1.0,8.0,1.0,1.0,97.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,13426,,,مستخلص رقم 5,1.0,8.0,1.0,1.0,98.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,39160,,,مستخلص رقم 5,1.0,8.0,1.0,1.0,99.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,0,,,مستخلص رقم 5,1.0,8.0,1.0,1.0,100.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,0,,,مستخلص رقم 5,1.0,8.0,1.0,1.0,101.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,0,,,مستخلص رقم 5,1.0,8.0,1.0,1.0,102.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,37295,,,مستخلص رقم 5,1.0,8.0,,,30008.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,195802,,,مستخلص رقم 5,1.0,8.0,,,30009.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,9790,,,مستخلص رقم 5,1.0,8.0,,,30010.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,186478,,,مستخلص رقم 5,1.0,8.0,,,30007.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,391605,,,مستخلص رقم 5,1.0,8.0,,,30006.0,d5789445-11e3-4ad6-9297-b565216751141
8.0,2022-10-30 00:00:00,1078587,,,مستخلص رقم 5,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
9.0,2022-10-30 00:00:00,2604370,,,مستخلص رقم 5,1.0,8.0,30000.0,30000.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
9.0,2022-10-30 00:00:00,233098,,,مستخلص رقم 5,1.0,8.0,30001.0,30001.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
9.0,2022-10-30 00:00:00,2837468,,,مستخلص رقم 5,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
10.0,2022-11-30 00:00:00,7863446,,,مستخلص رقم 6,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
10.0,2022-11-30 00:00:00,7863446,,,مستخلص رقم 6,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,33704,,,مستخلص رقم 6,1.0,8.0,1.0,1.0,93.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,33704,,,مستخلص رقم 6,1.0,8.0,1.0,1.0,94.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,45069,,,مستخلص رقم 6,1.0,8.0,1.0,1.0,95.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,135209,,,مستخلص رقم 6,1.0,8.0,1.0,1.0,96.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,164009,,,مستخلص رقم 6,1.0,8.0,1.0,1.0,97.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,26960,,,مستخلص رقم 6,1.0,8.0,1.0,1.0,98.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,78634,,,مستخلص رقم 6,1.0,8.0,1.0,1.0,99.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,0,,,مستخلص رقم 6,1.0,8.0,1.0,1.0,100.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,0,,,مستخلص رقم 6,1.0,8.0,1.0,1.0,101.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,0,,,مستخلص رقم 6,1.0,8.0,1.0,1.0,102.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,74889,,,مستخلص رقم 6,1.0,8.0,,,30008.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,393172,,,مستخلص رقم 6,1.0,8.0,,,30009.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,19658,,,مستخلص رقم 6,1.0,8.0,,,30010.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,374449,,,مستخلص رقم 6,1.0,8.0,,,30007.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,786344,,,مستخلص رقم 6,1.0,8.0,,,30006.0,d5789445-11e3-4ad6-9297-b565216751141
11.0,2022-11-30 00:00:00,2165807,,,مستخلص رقم 6,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
12.0,2022-11-30 00:00:00,5229577,,,مستخلص رقم 6,1.0,8.0,30000.0,30000.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
12.0,2022-11-30 00:00:00,468061,,,مستخلص رقم 6,1.0,8.0,30001.0,30001.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
12.0,2022-11-30 00:00:00,5697639,,,مستخلص رقم 6,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
13.0,2022-12-30 00:00:00,5591077,,,مستخلص رقم 7,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
13.0,2022-12-30 00:00:00,5591077,,,مستخلص رقم 7,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,23964,,,مستخلص رقم 7,1.0,8.0,1.0,1.0,93.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,23964,,,مستخلص رقم 7,1.0,8.0,1.0,1.0,94.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,32045,,,مستخلص رقم 7,1.0,8.0,1.0,1.0,95.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,96137,,,مستخلص رقم 7,1.0,8.0,1.0,1.0,96.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,116612,,,مستخلص رقم 7,1.0,8.0,1.0,1.0,97.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,19169,,,مستخلص رقم 7,1.0,8.0,1.0,1.0,98.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,55910,,,مستخلص رقم 7,1.0,8.0,1.0,1.0,99.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,0,,,مستخلص رقم 7,1.0,8.0,1.0,1.0,100.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,0,,,مستخلص رقم 7,1.0,8.0,1.0,1.0,101.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,0,,,مستخلص رقم 7,1.0,8.0,1.0,1.0,102.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,53249,,,مستخلص رقم 7,1.0,8.0,,,30008.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,279553,,,مستخلص رقم 7,1.0,8.0,,,30009.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,13977,,,مستخلص رقم 7,1.0,8.0,,,30010.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,266135,,,مستخلص رقم 7,1.0,8.0,,,30007.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,559107,,,مستخلص رقم 7,1.0,8.0,,,30006.0,d5789445-11e3-4ad6-9297-b565216751141
14.0,2022-12-30 00:00:00,1539828,,,مستخلص رقم 7,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
15.0,2022-12-30 00:00:00,3718446,,,مستخلص رقم 7,1.0,8.0,30000.0,30000.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
15.0,2022-12-30 00:00:00,332801,,,مستخلص رقم 7,1.0,8.0,30001.0,30001.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
15.0,2022-12-30 00:00:00,4051248,,,مستخلص رقم 7,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
16.0,2022-12-30 00:00:00,4754467,,,مستخلص رقم 8,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
16.0,2022-12-30 00:00:00,283365,,,مستخلص رقم 8,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
16.0,2023-01-30 00:00:00,5037832,,,مستخلص رقم 8,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,21589,,,مستخلص رقم 8,1.0,8.0,1.0,1.0,93.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,21589,,,مستخلص رقم 8,1.0,8.0,1.0,1.0,94.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,28887,,,مستخلص رقم 8,1.0,8.0,1.0,1.0,95.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,86662,,,مستخلص رقم 8,1.0,8.0,1.0,1.0,96.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,0,,,مستخلص رقم 8,1.0,8.0,1.0,1.0,30011.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,16301,,,مستخلص رقم 8,1.0,8.0,1.0,1.0,98.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,47544,,,مستخلص رقم 8,1.0,8.0,1.0,1.0,99.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,0,,,مستخلص رقم 8,1.0,8.0,1.0,1.0,100.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,0,,,مستخلص رقم 8,1.0,8.0,1.0,1.0,101.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,0,,,مستخلص رقم 8,1.0,8.0,1.0,1.0,102.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,45280,,,مستخلص رقم 8,1.0,8.0,,,30008.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,237723,,,مستخلص رقم 8,1.0,8.0,,,30009.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,11886,,,مستخلص رقم 8,1.0,8.0,,,30010.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,226402,,,مستخلص رقم 8,1.0,8.0,,,30007.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,503783,,,مستخلص رقم 8,1.0,8.0,,,30006.0,d5789445-11e3-4ad6-9297-b565216751141
17.0,2023-01-30 00:00:00,1247650,,,مستخلص رقم 8,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
18.0,2023-01-30 00:00:00,3507177,,,مستخلص رقم 8,1.0,8.0,30000.0,30000.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
18.0,2023-01-30 00:00:00,283004,,,مستخلص رقم 8,1.0,8.0,30001.0,30001.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
18.0,2023-01-30 00:00:00,3790181,,,مستخلص رقم 8,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
19.0,2023-01-31 00:00:00,6716422,,,مستخلص رقم 9,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
19.0,2023-01-31 00:00:00,205801,,,مستخلص رقم 9,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
19.0,2023-01-31 00:00:00,6922223,,,مستخلص رقم 9,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,29665,,,مستخلص رقم 9,1.0,8.0,1.0,1.0,93.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,29665,,,مستخلص رقم 9,1.0,8.0,1.0,1.0,94.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,39692,,,مستخلص رقم 9,1.0,8.0,1.0,1.0,95.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,119077,,,مستخلص رقم 9,1.0,8.0,1.0,1.0,96.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,0,,,مستخلص رقم 9,1.0,8.0,1.0,1.0,30011.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,23027,,,مستخلص رقم 9,1.0,8.0,1.0,1.0,98.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,67164,,,مستخلص رقم 9,1.0,8.0,1.0,1.0,99.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,0,,,مستخلص رقم 9,1.0,8.0,1.0,1.0,100.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,0,,,مستخلص رقم 9,1.0,8.0,1.0,1.0,101.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,0,,,مستخلص رقم 9,1.0,8.0,1.0,1.0,102.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,63967,,,مستخلص رقم 9,1.0,8.0,,,30008.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,335821,,,مستخلص رقم 9,1.0,8.0,,,30009.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,16791,,,مستخلص رقم 9,1.0,8.0,,,30010.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,319701,,,مستخلص رقم 9,1.0,8.0,,,30007.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,692222,,,مستخلص رقم 9,1.0,8.0,,,30006.0,d5789445-11e3-4ad6-9297-b565216751141
20.0,2023-02-28 00:00:00,1736795,,,مستخلص رقم 9,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
21.0,2023-02-28 00:00:00,4785639,,,مستخلص رقم 9,1.0,8.0,30000.0,30000.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
21.0,2023-02-28 00:00:00,399788,,,مستخلص رقم 9,1.0,8.0,30001.0,30001.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
21.0,2023-02-28 00:00:00,5185427,,,مستخلص رقم 9,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
22.0,2023-03-30 00:00:00,5641560,,,مستخلص رقم 10,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
22.0,2023-03-30 00:00:00,35420,,,مستخلص رقم 10,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
22.0,2023-03-30 00:00:00,5676980,,,مستخلص رقم 10,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,24328,,,مستخلص رقم 10,1.0,8.0,1.0,1.0,93.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,24328,,,مستخلص رقم 10,1.0,8.0,1.0,1.0,94.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,32552,,,مستخلص رقم 10,1.0,8.0,1.0,1.0,95.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,97656,,,مستخلص رقم 10,1.0,8.0,1.0,1.0,96.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,0,,,مستخلص رقم 10,1.0,8.0,1.0,1.0,97.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,19342,,,مستخلص رقم 10,1.0,8.0,1.0,1.0,98.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,56415,,,مستخلص رقم 10,1.0,8.0,1.0,1.0,99.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,0,,,مستخلص رقم 10,1.0,8.0,1.0,1.0,100.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,0,,,مستخلص رقم 10,1.0,8.0,1.0,1.0,101.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,0,,,مستخلص رقم 10,1.0,8.0,1.0,1.0,102.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,53730,,,مستخلص رقم 10,1.0,8.0,,,30008.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,282078,,,مستخلص رقم 10,1.0,8.0,,,30009.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,14103,,,مستخلص رقم 10,1.0,8.0,,,30010.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,268538,,,مستخلص رقم 10,1.0,8.0,,,30007.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,567698,,,مستخلص رقم 10,1.0,8.0,,,30006.0,d5789445-11e3-4ad6-9297-b565216751141
23.0,2023-03-30 00:00:00,1440772,,,مستخلص رقم 10,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
24.0,2023-03-30 00:00:00,3900399,,,مستخلص رقم 10,1.0,8.0,30000.0,30000.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
24.0,2023-03-30 00:00:00,335808,,,مستخلص رقم 10,1.0,8.0,30001.0,30001.0,40000.0,d5789445-11e3-4ad6-9297-b565216751141
24.0,2023-03-30 00:00:00,4236207,,,مستخلص رقم 10,1.0,8.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
25.0,2023-04-30 00:00:00,2616927,,,مستخلص رقم 11,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
25.0,2023-04-30 00:00:00,0,,,مستخلص رقم 11,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
25.0,2023-04-30 00:00:00,2616927,,,مستخلص رقم 11,1.0,7.0,,,30000.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,11214,,,مستخلص رقم 11,1.0,8.0,1.0,1.0,93.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,11214,,,مستخلص رقم 11,1.0,8.0,1.0,1.0,94.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,15005,,,مستخلص رقم 11,1.0,8.0,1.0,1.0,95.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,45017,,,مستخلص رقم 11,1.0,8.0,1.0,1.0,96.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,0,,,مستخلص رقم 11,1.0,8.0,1.0,1.0,97.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,8972,,,مستخلص رقم 11,1.0,8.0,1.0,1.0,98.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,26169,,,مستخلص رقم 11,1.0,8.0,1.0,1.0,99.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,0,,,مستخلص رقم 11,1.0,8.0,1.0,1.0,100.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,0,,,مستخلص رقم 11,1.0,8.0,1.0,1.0,101.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,0,,,مستخلص رقم 11,1.0,8.0,1.0,1.0,102.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,24923,,,مستخلص رقم 11,1.0,8.0,,,30008.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,130846,,,مستخلص رقم 11,1.0,8.0,,,30009.0,d5789445-11e3-4ad6-9297-b565216751141
26.0,2023-04-30 00:00:00,6542,,,مستخلص رقم 11,1.0,8.0,,,30010.0,d5789445-11e3-4ad6-9297-b565216751141
