entry_no,entry_date,account_id,debit_amount,credit_amount,description,project_code,classification_code,work_analysis_code,analysis_work_item_code,sub_tree_code,org_id
2204.0,2023-01-28 00:00:00,2000,,,دفعه من مستخلص نجاره علي خليل,1.0,5.0,24.0,24.0,1105.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,حنفيه لخزان الغفر,1.0,2.0,1.0,1.0,49.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,اكراميه بمب صب سقف رابع 31 وثاني 44 .,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,اكراميه بمب صب سقف رابع 31 وثاني 44 .,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,سهره استشاري صب سقف ثاني 44,1.0,2.0,6.0,6.0,113.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام  سقف اول و وسقف ثاني 38,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام   عمود ثاني و اعمده ثالث 38,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام ل عمود اول و عمود ثاني 30,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام  سقف اول و سقف ثاني 30,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,300,,,تكسير مكعبات ال 7ايام عمود اول  عمود ثاني و  عمود ثالث 25,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام سقف اول وسقف ثاني 25,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,300,,,تكسير مكعبات ال 7ايام عمود ثاني وعمود ثالث وعمود رابع 32,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات ال 7ايام سقف ثالث 32,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام سقف اول وسقف ثاني 42,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات ال 7ايام عمود ثالث 42,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام عمود اول وعمود ثاني 29,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام عمود ثاني وثالث 24,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات ال 7ايام سقف ثاني 24,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام عمود اول وعمود ثاني 44,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات ال 7ايام سقف اول 44,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام عمود ثاني وثالث 37,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات ال 7ايام سقف ثاني 37,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,300,,,تكسير مكعبات ال 7ايام سقف ثالث ورابع وخامس 43,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام عمود رابع وخامس 43,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام سقف اول وثاني 26,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام عمود ثاني وثالث 26,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام سقف ثاني وثالث 31,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام عمود ثالث ورابع 31,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات ال 7ايام سقف ثاني وثالث 27,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات ال 7ايام عمود ثالث 27,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات ال 7ايام سقف اول 28,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات ال 7ايام عمود اول 28,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل سقف اول 44,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل عمود ثاني 44,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل سقف ثاني 25 ,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل عمود ثاني 25,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل سقف ثاني 26,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل عمود ثاني 26,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل سقف ثالث 27,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل عمود ثالث 27,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل سقف ثالث 31,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل  عمود ثالث 31,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل سقف رابع 43 ,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات 28 يوم ل عمود ثالث وخامس 43,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات 28 يوم ل عمود ثاني ورابع 30,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات 28 يوم ل سقف اول وثالث 32,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,200,,,تكسير مكعبات 28 يوم ل عمود ثاني وثالث 37,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل سقف ثالث 38,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل اعمده اول 28,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل سقف ثاني 42,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل اعمده ثالث 24,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-28 00:00:00,100,,,تكسير مكعبات 28 يوم ل اعمده ثاني 29,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,1135,,,شراء ورق طباعه وفيلات شفافه ,1.0,2.0,1.0,1.0,4.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,150,,,بنزين للمولد,1.0,2.0,1.0,1.0,133.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,1250,,,من حساب شركه الطيب ,1.0,6.0,45.0,45.0,5183.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,10,,,طباعه عقد بين للحديبيه والبركه ,1.0,2.0,1.0,1.0,26.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,133,,,اكراميه بمب صب دروه 43 و سقف ثالث 38 و42 . واكراميه فرمجي لتوفيره في الخرسانه,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,133,,,اكراميه بمب صب دروه 43 و سقف ثالث 38 و42 . واكراميه فرمجي لتوفيره في الخرسانه,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,12201,,,اكراميه بمب صب دروه 43 و سقف ثالث 38 و42 . واكراميه فرمجي لتوفيره في الخرسانه,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,3600,,,ماتور للسولار للودر الحديبيه975 + برميل430 + خرطوم95 + النقل100 + السولار2000,1.0,5.0,4.0,4.0,70008.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,150,,,تصليح المولد وتغير الزيت,1.0,5.0,1.0,1.0,8.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,1050,,,دفعه من مستخلص محاره خارجي السيد رجب,1.0,5.0,8.0,8.0,1117.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,500,,,دفعه من مستخلص حداده محمود خيري ,1.0,5.0,43.0,43.0,1102.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,1000,,,دفعه من مستخلص نجاره محمد محمد شحاته,1.0,5.0,24.0,24.0,1100.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,1000,,,دفعه من مستخلص نجاره صبري عبد المعطي ,1.0,5.0,24.0,24.0,1097.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,200,,,ميزان 2سياره حديد يوم الخميس  + اكراميه السواقين,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2204.0,2023-01-29 00:00:00,23520,,,الي ح الخزينه ( خزنه يوم 29/1/2023),1.0,2.0,30000.0,30000.0,40001.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-30 00:00:00,280,,,مرتبه لمحمد صلاح لودر الحديبيه ,1.0,5.0,4.0,4.0,70008.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-30 00:00:00,180,,,بنزين للمولد,1.0,2.0,1.0,1.0,133.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-30 00:00:00,1000,,,دفعه من مستخلص صحي علي فرج,1.0,5.0,12.0,12.0,1114.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-30 00:00:00,6000,,,دفعه من حساب مياه مصطفي كرم,1.0,5.0,40.0,40.0,70001.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-30 00:00:00,1000,,,دفعه من مستخلص مباني رامي,1.0,5.0,7.0,7.0,1109.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-31 00:00:00,50,,,طباعه اوراق الوان ,1.0,2.0,1.0,1.0,26.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-31 00:00:00,2400,,,تقارير معاينه قاع حفر  ل 33.34.39.41.,1.0,2.0,6.0,6.0,3.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-31 00:00:00,200,,,من حساب سياره الموقع امير 1,1.0,5.0,36.0,36.0,70000.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-31 00:00:00,250,,,سهره استشاري صب اعمده ثالث 30,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-31 00:00:00,50,,,اكراميه بمب صب اعمده ثالث 30,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-31 00:00:00,1400,,,دفعه من مستخلص مباني رامي ,1.0,5.0,7.0,7.0,1109.0,d5789445-11e3-4ad6-9297-b565216751141
2205.0,2023-01-31 00:00:00,12810,,,الي ح الخزينه ( خزنه يوم 30/1/2023),1.0,2.0,30000.0,30000.0,40001.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-01 00:00:00,1780,,,شراء سولار للودر الحديبيه + تنظيف فلاتر + النقل ,1.0,5.0,4.0,4.0,70008.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-01 00:00:00,15,,,ضيافه دكتور الاستشاري,1.0,2.0,1.0,1.0,82.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-01 00:00:00,45,,,19 لتر ماء للكرافان,1.0,2.0,1.0,1.0,18.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-01 00:00:00,250,,,نقل 25 طن اسمنت من مكان الي مكان اخر بسبب الشتاء,1.0,2.0,1.0,1.0,55.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,50,,,شراء بنطه 16 لتزريه حديد ,1.0,2.0,6.0,6.0,49.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,1250,,,شراء طوب نقده لعمل حجره اخري للغفر 1300 طوبه * 980ج,1.0,2.0,7.0,7.0,6.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,1000,,,من ح/ سياره الموقع امبر 1,1.0,5.0,36.0,36.0,70000.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,200,,,بنزين للمولد,1.0,2.0,1.0,1.0,133.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,100,,,سلفه من راتب شهر 1 للمهندس محمود,1.0,2.0,1.0,1.0,50.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,100,,,سلفه من راتب شهر 1 للمهندس احمد توفيق,1.0,2.0,1.0,1.0,50.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,100,,,سلفه من راتب شهر 1 للمهندس احمد حازم,1.0,2.0,1.0,1.0,50.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,100,,,سلفه من راتب شهر 1 للمهندس منصور,1.0,2.0,1.0,1.0,50.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,2500,,,  راتب شهر 1 للاستاذ حسن ( المشرف ),1.0,2.0,1.0,1.0,50.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,300,,,سلفه من راتب شهر 1 للاستاذ  حسام,1.0,2.0,1.0,1.0,50.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,3000,,,من حساب الفرمجي  محمد نصر,1.0,5.0,6.0,6.0,1149.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,900,,, مفرش لتغطيه الحديد,1.0,2.0,6.0,6.0,49.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,1000,,,دفعه من مستخلص صحي علي فرج,1.0,5.0,12.0,12.0,1114.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,500,,,تحريب 2 لفه 8ملي يخصم 250 ج علي محمود مقاول الحداده و 250 علي محمد رمضان مقاول الحدلده,1.0,2.0,6.0,6.0,117.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,250,,,يخصم 250 ج علي محمود مقاول الحداده و 250 علي محمد رمضان مقاول الحدلده,1.0,5.0,43.0,43.0,1102.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,250,,,يخصم 250 ج علي محمود مقاول الحداده و 250 علي محمد رمضان مقاول الحدلده,1.0,5.0,43.0,43.0,1106.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,3850,,,شراء شنبر لعجله لودر الحديبيه ,1.0,5.0,4.0,4.0,70008.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,1000,,,نقديه ليد محمد صلاح لودر الحديبيه ( تحويل فودافون كاش),1.0,5.0,4.0,4.0,70008.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,5000,,,من ح/ شركه الفتح للاسمنت ,1.0,6.0,27.0,27.0,5180.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,50000,,,دفعه من مستخلص مباني شعبان سيد (ابوعمار),1.0,5.0,7.0,7.0,1115.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,1800,,,دفعه من حساب سياره الموقع امير 1,1.0,5.0,36.0,36.0,70000.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,85,,,شراء سكر وشاي,1.0,2.0,1.0,1.0,18.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,5000,,,دفعه من مستخلص نجاره منتصر,1.0,5.0,24.0,24.0,1103.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,150,,,سهره استلام مباني 44 و عمود رابع 24.,1.0,2.0,6.0,6.0,113.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,150,,,سهره استلام مباني 44 و عمود رابع 24.,1.0,2.0,7.0,7.0,113.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,1000,,,دفعه من مستخلص نجاره  محمد صبري  ,1.0,5.0,24.0,24.0,1101.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,1000,,,دفعه من مستخلص نجاره محمد محمد شحاته,1.0,5.0,24.0,24.0,1100.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,2000,,,دفعه من مستخلص نجاره صبري عبد المعطي ,1.0,5.0,24.0,24.0,1097.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,7000,,,دفعه من مستخلص محاره محمد عبد الجواد ( محاره),1.0,5.0,8.0,8.0,1110.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,2000,,,دفعه من مستخلص محاره السيد رجب ,1.0,5.0,24.0,24.0,1117.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,1000,,,من حساب كرم النحات,1.0,5.0,46.0,46.0,1116.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,20000,,,دفعه من مستخلص مباني رامي,1.0,5.0,7.0,7.0,1109.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,2450,,,من حساب العماله محمد السوداني,1.0,5.0,50.0,50.0,70007.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,10000,,,دفعه من حساب لودر ابومالك ( مصطفي ),1.0,5.0,4.0,4.0,70004.0,d5789445-11e3-4ad6-9297-b565216751141
2206.0,2023-02-02 00:00:00,127175,,,الي ح الخزينه ( خزنه يوم 2/2/2023),1.0,2.0,30000.0,30000.0,40001.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,40000,,,من ح/ شركه نور الدين لتوريد الكهرباء ,1.0,6.0,14.0,14.0,5187.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,25000,,,دفعه من مستخلص حداده محمد رمضان,1.0,5.0,43.0,43.0,1106.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,350000,,,دفعه من مستخلص مباني رامي ,1.0,5.0,7.0,7.0,1109.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,35000,,,دفعه من مستخلص محاره السيد رجب ,1.0,5.0,8.0,8.0,1117.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,30000,,,دفعه من مستخلص حداده محمود خيري ,1.0,5.0,43.0,43.0,1102.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,10000,,,دفعه من مستخلص كهرباء هشام ,1.0,5.0,14.0,14.0,1108.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,6000,,,دفعه من مستخلص نجاره علي خليل تحويل + 1000 نقدي ,1.0,5.0,24.0,24.0,1105.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,350,,,من ايجار شقه المهندسين عن شهر 2,1.0,2.0,1.0,1.0,62.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,125,,,انبوبه غاز للمهندسين,1.0,2.0,1.0,1.0,6.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,200,,,بنزين للمولد,1.0,2.0,1.0,1.0,133.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,250,,,سهره استشاري صب سقف رابع 32,1.0,2.0,6.0,6.0,113.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,250,,,سهره استشاري استلام عمود رابع 37,1.0,2.0,6.0,6.0,113.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,100,,,اكراميه بمب صب عمود رابع ودكه 24 ودكه 31 وسقف رابع 32,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,100,,,اكراميه بمب صب عمود رابع ودكه 24 ودكه 31 وسقف رابع 32,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,100,,,اكراميه بمب صب عمود رابع ودكه 24 ودكه 31 وسقف رابع 32,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,50,,,اكراميه بمب صب عمود رابع ودكه 24 ودكه 31 وسقف رابع 32,1.0,2.0,6.0,6.0,11.0,d5789445-11e3-4ad6-9297-b565216751141
2207.0,2023-02-04 00:00:00,497525,,,الي ح الخزينه ( خزنه يوم 4/2/2023),1.0,2.0,30000.0,30000.0,40001.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,200,,,سلفه من راتب المهندس احمد توفيق من شهر 2,1.0,2.0,1.0,1.0,50.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,515,,,ضيافه للمكتب الفني للاستشاريين,1.0,2.0,1.0,1.0,82.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,185,,,من حساب سياره الموقع امير 1,1.0,5.0,36.0,36.0,70000.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,1650,,,سولار للودر الحديبيه ,1.0,5.0,4.0,4.0,70008.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,20000,,,دفعه من مستخلص نجاره علي خليل,1.0,5.0,24.0,24.0,1105.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,20000,,,دفعه من مستخلص لودر ابومالك,1.0,5.0,4.0,4.0,70004.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,5000,,,دفعه من حساب مياه مصطفي كرم,1.0,5.0,40.0,40.0,70001.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,12000,,,دفعه من مستخلص نجاره منتصر ,1.0,5.0,24.0,24.0,1103.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,8000,,,دفعه من مستخلص نجاره محمد محمد شحاته,1.0,5.0,24.0,24.0,1100.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,7000,,,دفعه من مستخلص نجاره محمد جمال,1.0,5.0,24.0,24.0,1099.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,20000,,,دفعه من مستخلص نجاره صبري عبد المعطي ,1.0,5.0,24.0,24.0,1097.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,7000,,,دفعه من مستخلص نجاره محمد صبري ,1.0,5.0,24.0,24.0,1101.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,10000,,,دفعه من مستخلص نجاره ابراهيم ,1.0,5.0,24.0,24.0,1107.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,6000,,,حساب سياره الاستشاريين عن شهر 1,1.0,2.0,1.0,1.0,132.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,3000,,,دفعه من مستخلص محاره محمد عبد الجواد ( محاره),1.0,5.0,8.0,8.0,1110.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,48719,,,باقي رواتب شهر 1 ,1.0,2.0,1.0,1.0,50.0,d5789445-11e3-4ad6-9297-b565216751141
2208.0,2023-02-05 00:00:00,169269,,,الي ح الخزينه ( خزنه يوم 5/2/2023),1.0,2.0,30000.0,30000.0,40001.0,d5789445-11e3-4ad6-9297-b565216751141
