id,org_id,code,name,category,normal_balance,parent_id,level,path,status,description,created_at,updated_at,name_ar,description_ar,is_standard,allow_transactions,is_postable,is_active,legacy_code,legacy_name
7266ce92-4584-4ec0-98d9-a72d826c0df4,d5789445-11e3-4ad6-9297-b56521675114,4210,4210,revenue,credit,ce28bbca-0159-4f3b-a809-aaf62d3273ef,3,4000.4200.4210,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,أرباح/خسائر رأسمالية,,false,true,true,true,,
7accdb8c-bbd4-4b2c-abdd-706b8070b41a,d5789445-11e3-4ad6-9297-b56521675114,12201,12201,asset,debit,ca3ce592-6015-4bdc-af66-320e83b1029e,4,1000.1200.1220.12201,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,العملاء .,,false,true,true,true,134,العملاء .
8073e778-4219-4372-8b4e-ae0c04ae0979,d5789445-11e3-4ad6-9297-b56521675114,22103,22103,liability,credit,ba94d383-6a6c-4243-a570-b86bbe33ab05,4,2000.2200.2210.22103,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,المقاولون .,,false,true,true,true,232,المقاولون .
83d0dc81-52bf-4373-bdf5-a9109fc07d87,d5789445-11e3-4ad6-9297-b56521675114,1000,1000,asset,debit,,1,1000,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,الأصول,,false,false,false,true,1,الاصول
841feb7e-9374-485a-8669-a02528a2e62f,d5789445-11e3-4ad6-9297-b56521675114,2230,2230,liability,credit,542a664e-805e-40f1-aa5c-47aa28811750,3,2000.2200.2230,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,ضرائب مستحقة,,false,false,false,true,,
86946261-387a-4174-bc7f-0476d62b0bdb,d5789445-11e3-4ad6-9297-b56521675114,3100,3100,equity,credit,247df12c-9203-4454-b336-f67832933e71,2,3000.3100,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,رأس المال,,false,true,true,true,,
94bdfa42-e515-4d4a-b006-27e5982f7128,d5789445-11e3-4ad6-9297-b56521675114,12304,12304,asset,debit,bae94631-14c0-46a1-b6df-5779c1c52319,4,1000.1200.1230.12304,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,السلفيات,,false,true,true,true,1352,السلفيات
abb9f5f6-aee7-46a1-b28f-b2f54e2e6fea,d5789445-11e3-4ad6-9297-b56521675114,1210,1210,asset,debit,32bf1faa-fb89-4af4-bcd7-1c8277ac16da,3,1000.1200.1210,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,نقدية وبنوك وودائع,,false,false,false,true,,
b1161078-4772-466c-8241-bab6a771def3,d5789445-11e3-4ad6-9297-b56521675114,12307,12307,asset,debit,bae94631-14c0-46a1-b6df-5779c1c52319,4,1000.1200.1230.12307,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,المدينون والدائنون,,false,true,true,true,1354,المدينون والدائنون
b3e2d3ae-07be-4c1c-8e37-410542b874b2,d5789445-11e3-4ad6-9297-b56521675114,22104,22104,liability,credit,ba94d383-6a6c-4243-a570-b86bbe33ab05,4,2000.2200.2210.22104,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,الموردين .,,false,true,true,true,234,الموردين .
b440fd2a-358c-44ff-aff9-dec1ae8b25c6,d5789445-11e3-4ad6-9297-b56521675114,22701,22701,liability,credit,46689d3d-b332-4b02-9017-cb2b741f8bfd,4,2000.2200.2270.22701,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,تامينات للغير .,,false,true,true,true,236,تامينات للغير .
b7b03032-4229-41bb-92e6-4712f7597010,d5789445-11e3-4ad6-9297-b56521675114,5100,5100,expense,debit,3e417728-9fa5-4fc9-8d71-c6fb2b27ee27,2,5000.5100,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,تكاليف المشروعات/التشغيل,,false,true,true,true,31,التكاليف .
b9d58bc5-9721-45a4-9477-244be212e724,d5789445-11e3-4ad6-9297-b56521675114,4100,4100,revenue,credit,e7a9d696-b9d7-4622-9096-7b733d48426a,2,4000.4100,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,إيرادات التشغيل/العقود,,false,true,true,true,41,ايرادات العمليات
ba94d383-6a6c-4243-a570-b86bbe33ab05,d5789445-11e3-4ad6-9297-b56521675114,2210,2210,liability,credit,542a664e-805e-40f1-aa5c-47aa28811750,3,2000.2200.2210,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,موردون/مقاولون/أوراق دفع,,false,false,false,true,,
bae94631-14c0-46a1-b6df-5779c1c52319,d5789445-11e3-4ad6-9297-b56521675114,1230,1230,asset,debit,32bf1faa-fb89-4af4-bcd7-1c8277ac16da,3,1000.1200.1230,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,ذمم مدينة أخرى/سلف/مقدمات,,false,false,false,true,,
c88dcfe8-fae9-4ad2-8f62-c4195afd42c5,d5789445-11e3-4ad6-9297-b56521675114,42101,42101,revenue,credit,7266ce92-4584-4ec0-98d9-a72d826c0df4,4,4000.4200.4210.42101,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,ارباح وخسائر راسمالية.,,false,true,true,true,56,ارباح وخسائر راسمالية.
ca3ce592-6015-4bdc-af66-320e83b1029e,d5789445-11e3-4ad6-9297-b56521675114,1220,1220,asset,debit,32bf1faa-fb89-4af4-bcd7-1c8277ac16da,3,1000.1200.1220,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,عملاء وأوراق قبض,,false,false,false,true,,
ce28bbca-0159-4f3b-a809-aaf62d3273ef,d5789445-11e3-4ad6-9297-b56521675114,4200,4200,revenue,credit,e7a9d696-b9d7-4622-9096-7b733d48426a,2,4000.4200,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,إيرادات أخرى,,false,true,true,true,42,ايرادات متنوعة
e0db9265-2422-4661-81bb-b6ddc31cdcb5,d5789445-11e3-4ad6-9297-b56521675114,22303,22303,liability,credit,841feb7e-9374-485a-8669-a02528a2e62f,4,2000.2200.2230.22303,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,ضرائب الخصم,,false,true,true,true,2352,ضرائب الخصم
e6aa6eb7-2d3a-4b27-a1a7-bbb5e04a9842,d5789445-11e3-4ad6-9297-b56521675114,12103,12103,asset,debit,abb9f5f6-aee7-46a1-b28f-b2f54e2e6fea,4,1000.1200.1210.12103,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,البنوك .,,false,true,true,true,132,البنوك .
e7a9d696-b9d7-4622-9096-7b733d48426a,d5789445-11e3-4ad6-9297-b56521675114,4000,4000,revenue,credit,,1,4000,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,الإيرادات,,false,false,false,true,4,الايرادات .
ee6a27b7-acbf-412a-bcfd-231f7d93ed4c,d5789445-11e3-4ad6-9297-b56521675114,1110,1110,asset,debit,fbfa78de-5e99-4d7d-bc2d-1bb4de3148c9,3,1000.1100.1110,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,أصول ثابتة (PPE),,false,false,false,true,11,الاصول الثابتة .
f5fbeb9f-da45-4b74-9835-44701a23e1ed,d5789445-11e3-4ad6-9297-b56521675114,12123,12123,asset,debit,abb9f5f6-aee7-46a1-b28f-b2f54e2e6fea,4,1000.1200.1210.12123,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,تامينات لدى الغير .,,false,true,true,true,131313,تامينات لدى الغير .
fbfa78de-5e99-4d7d-bc2d-1bb4de3148c9,d5789445-11e3-4ad6-9297-b56521675114,1100,1100,asset,debit,83d0dc81-52bf-4373-bdf5-a9109fc07d87,2,1000.1100,active,,2026-02-11 23:34:56.527147+00,2026-02-11 23:34:56.527147+00,أصول غير متداولة,,false,false,false,true,12,الاصول طويلة الاجل
